"n_size","meas_error","outcome","latent","indicators","mean_within","mean_between","latent_share","mean_within_noY","mean_between_noY","latent_share_noY"
50,"small","linear","normal","continuous",0.125179409290459,0.00730782032801365,0.055158677172571,0.141721551605636,0.00417580529947972,0.0286215280938601
